id,link,zimu_num,shuzi,zifu_num,url_T_zifu_num,inner,out,sum,bili,label,Unnamed: 11
335,http://www.slimxxxtubexxq.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
336,http://www.slimxxxtubeyge.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
337,http://www.slimxxxtubeyhz.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
338,http://www.slimxxxtubeyza.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
339,http://www.tube8vidsbbr.dnset.com/2013/girl-fucked-by-dog.avi.exe,47,5,13,3,,,,,Trojan,
340,http://www.tube8vidsbhy.dnset.com/2013/girl-fucked-by-dog.avi.exe,47,5,13,3,,,,,Trojan,
341,http://www.tube8vidsbzx.dnset.com/2013/girl-fucked-by-dog.avi.exe,47,5,13,3,,,,,Trojan,
342,http://www.tube8vidscjk.ddns.name/2013/girl-fucked-by-dog.avi.exe,47,5,13,3,,,,,Trojan,
343,http://www.slimxxxtubehdn.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
344,http://www.slimxxxtubehli.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
345,http://www.slimxxxtubeidv.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
346,http://www.slimxxxtubeijc.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
347,http://www.slimxxxtubeiqb.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
348,http://www.slimxxxtubejie.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
349,http://www.slimxxxtubejlp.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
350,http://www.slimxxxtubejpe.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
351,http://www.slimxxxtubejvh.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
352,http://www.slimxxxtubejyk.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
353,http://www.slimxxxtubekad.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
354,http://www.slimxxxtubekgj.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
355,http://www.slimxxxtubekgv.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
356,http://www.slimxxxtubeklg.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
357,http://www.slimxxxtubekpn.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
358,http://www.slimxxxtubekrn.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
359,http://www.slimxxxtubelap.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
360,http://www.slimxxxtubelat.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
361,http://www.slimxxxtubelfr.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
362,http://www.slimxxxtubelzv.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
363,http://www.slimxxxtubemue.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
364,http://www.slimxxxtubeneg.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
365,http://www.slimxxxtubeneu.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
366,http://www.slimxxxtubengt.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
367,http://www.slimxxxtubenqp.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
368,http://www.slimxxxtubentf.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
369,http://www.slimxxxtubeocr.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
370,http://www.slimxxxtubeonf.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
371,http://www.slimxxxtubeopy.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
372,http://www.slimxxxtubeoxo.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
373,http://www.slimxxxtubeoxy.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
374,http://www.slimxxxtubeppj.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
375,http://www.slimxxxtubeqfo.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
376,http://www.slimxxxtubeqsh.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
377,http://www.slimxxxtubeqve.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
378,http://www.slimxxxtubeqwr.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
379,http://www.slimxxxtuberau.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
380,http://www.slimxxxtuberea.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
381,http://www.slimxxxtuberep.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
382,http://www.generalchemicalsupply.com/gLG.exe,37,0,7,0,,,,,Trojan,
383,http://www.slimxxxtubeacn.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
384,http://www.slimxxxtubealn.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
385,http://www.slimxxxtubeanr.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
386,http://www.slimxxxtubeaxy.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
387,http://www.slimxxxtubeayv.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
388,http://www.slimxxxtubebej.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
389,http://www.slimxxxtubebgp.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
390,http://www.slimxxxtubebmq.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
391,http://www.slimxxxtubebnd.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
392,http://www.slimxxxtubecgl.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
393,http://www.slimxxxtubectk.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
394,http://www.slimxxxtubecty.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
395,http://www.slimxxxtubeczp.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
396,http://www.slimxxxtubedgv.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
397,http://www.slimxxxtubedjm.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
398,http://www.slimxxxtubedlb.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
399,http://www.slimxxxtubedvj.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
400,http://www.slimxxxtubedxc.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
401,http://www.slimxxxtubedya.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
402,http://www.slimxxxtubeejs.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
403,http://www.slimxxxtubeemz.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
404,http://www.slimxxxtubefdr.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
405,http://www.slimxxxtubefel.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
406,http://www.slimxxxtubeftb.dnset.com/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
407,http://www.slimxxxtubefzc.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
408,http://www.slimxxxtubehan.ddns.name/2013/girl-fucked-by-dog.avi.exe,50,4,13,3,,,,,Trojan,
409,http://www.tube8vidszyj.ddns.name/2013/girl-fucked-by-dog.avi.exe,47,5,13,3,,,,,Trojan,
410,http://www.tecslide.com/js/down/Sbin1/MS0ftAdapter.exe,42,2,10,0,,,,,Trojan,
411,http://www.slivki.com.ua/as/Ponynl.exe,29,0,9,0,,,,,Trojan,
412,http://www.slivki.com.ua/as/smp.exe,26,0,9,0,,,,,Trojan,
413,http://www.bizzibeans.net/wp-admin/zope/,31,0,9,1,,,,,Trojan,
414,http://www.bizzibeans.net/wp-admin/zope/adobe_flash.exe,44,0,11,2,,,,,Trojan,
415,http://www.two-of-us.at/images/4x.exe,26,1,10,2,,,,,Trojan,
416,http://www.two-of-us.at/images/2.exe,25,1,10,2,,,,,Trojan,
417,http://www.directxex.com/uploads/1406101817.Server.exe,35,10,9,0,,,,,Trojan,
418,http://www.two-of-us.at/images/youtube/d/flashplayer.exe,44,0,12,2,,,,,Trojan,
419,http://www.two-of-us.at/images/3.exe,25,1,10,2,,,,,Trojan,
420,http://www.directxex.com/uploads/1010343014.server12345.exe,35,15,9,0,,,,,Trojan,
421,http://www.two-of-us.at/images/777.exe,25,3,10,2,,,,,Trojan,
422,http://www.downloads-whatsapp.com,27,0,6,1,,,,,Trojan,
423,http://www.downloads-whatsapp.com/whatsapp-for-nokia.php,46,0,10,3,,,,,Trojan,
424,http://www.two-of-us.at/images/au.exe,27,0,10,2,,,,,Trojan,
425,http://www.directxex.com/uploads/1021119574.C-Chrome.exe,36,10,10,1,,,,,Trojan,
426,http://www.blueimagen.com/Attachment/Invoice-List2013-10-20-Copy.jar,48,8,12,4,,,,,Trojan,
427,http://www.lostartofbeingadame.com/wp-content/plugins/www.fotosupload.php,62,0,11,1,,,,,Trojan,
428,http://www.bride1.com/File/www.fotosupload.com/fotosuploadcominfidelidadfotos2dediciembreparaquenoquedendudasc.zip,101,2,11,0,,,,,Trojan,
429,http://www.somethingnice.hc0.me/Miner/YACMiner.files,42,1,9,0,,,,,Trojan,
430,http://www.directxex.com/uploads/1251104917.p9g.exe,31,11,9,0,,,,,Trojan,
431,http://www.directxex.com/uploads/1353613345.ih.exe,31,10,9,0,,,,,Trojan,
432,http://www.directxex.com/uploads/143265795.ohi.exe,32,9,9,0,,,,,Trojan,
433,http://www.directxex.com/uploads/1565397800.9g.exe,30,11,9,0,,,,,Trojan,
434,http://www.directxex.com/uploads/158511922.uf.exe,31,9,9,0,,,,,Trojan,
435,http://www.directxex.com/uploads/1607796965.id100.exe,31,13,9,0,,,,,Trojan,
436,http://www.directxex.com/uploads/1836606807.9g.exe,30,11,9,0,,,,,Trojan,
437,http://www.directxex.com/uploads/1853928844.97g.exe,30,12,9,0,,,,,Trojan,
438,http://www.directxex.com/uploads/1991519040.aeg.exe,32,10,9,0,,,,,Trojan,
439,http://www.directxex.com/uploads/223478294.insid-start-sjw.exe,42,9,11,2,,,,,Trojan,
440,http://www.directxex.com/uploads/232683212.igi.exe,32,9,9,0,,,,,Trojan,
441,http://www.directxex.com/uploads/31401351.final5.exe,34,9,9,0,,,,,Trojan,
442,http://www.directxex.com/uploads/384011806.gotter.exe,35,9,9,0,,,,,Trojan,
443,http://www.directxex.com/uploads/414294618.009.exe,29,12,9,0,,,,,Trojan,
444,http://www.directxex.com/uploads/620509324.MINIMON.exe,36,9,9,0,,,,,Trojan,
445,http://www.directxex.com/uploads/623307317.inst.exe,33,9,9,0,,,,,Trojan,
446,http://www.directxex.com/uploads/636954784.ok.exe,31,9,9,0,,,,,Trojan,
447,http://www.directxex.com/uploads/662268336.BIN.exe,32,9,9,0,,,,,Trojan,
448,http://www.directxex.com/uploads/687255529.delfi.exe,34,9,9,0,,,,,Trojan,
449,http://www.directxex.com/uploads/744646896.rbsrb.exe,34,9,9,0,,,,,Trojan,
450,http://www.directxex.com/uploads/777724411.safetyCheck.exe,40,9,9,0,,,,,Trojan,
451,http://www.directxex.com/uploads/818611823.insidrazor.exe,39,9,9,0,,,,,Trojan,
452,http://www.directxex.com/uploads/836587333.skp.exe,32,9,9,0,,,,,Trojan,
453,http://www.directxex.com/uploads/845426478.xa.exe,31,9,9,0,,,,,Trojan,
454,http://www.directxex.com/uploads/995578741.miner.exe,34,9,9,0,,,,,Trojan,
455,http://www.directxex.com/uploads/1744698061.miner.txt,34,10,9,0,,,,,Trojan,
456,http://www.directxex.com/uploads/281742754.abbba.exe,34,9,9,0,,,,,Trojan,
457,http://www.directxex.com/uploads/566077266.ms.exe,31,9,9,0,,,,,Trojan,
458,http://www.directxex.com/uploads/1347878398.miner2.exe,34,11,9,0,,,,,Trojan,
459,http://www.directxex.com/uploads/1565998043.test.exe,33,10,9,0,,,,,Trojan,
460,http://www.directxex.com/uploads/2111586998.onoj.exe,33,10,9,0,,,,,Trojan,
461,http://www.directxex.com/uploads/566077266.ms.exe?dl=1,33,10,11,2,,,,,Trojan,
462,http://www.down2.feiyang163.com/soft/wavtomp3.exe,35,5,9,0,,,,,Trojan,
463,http://www.down3.feiyang163.com/soft/fcssq.exe,33,4,9,0,,,,,Trojan,
464,http://www.d1.kuai8.com/setup/kuai8_zjy.exe,30,3,10,1,,,,,Trojan,
465,http://www.down.unadnet.com.cn/soft/2Dmofang.exe,37,1,10,0,,,,,Trojan,
466,http://www.down.unadnet.com.cn/soft/loveletter.exe,40,0,10,0,,,,,Trojan,
467,http://www.ddd.gouwuke.cn/down/exejmman.exe,34,0,9,0,,,,,Trojan,
468,http://www.down.feiyang163.com/soft/alexacha.exe,36,3,9,0,,,,,Trojan,
469,http://www.down.feiyang163.com/soft/usblock.exe,35,3,9,0,,,,,Trojan,
470,http://www.down.feiyang163.com/soft/wbjfsys.exe,35,3,9,0,,,,,Trojan,
471,http://www.down.guangsu.cn/qdn/setup_qd262.exe,33,3,10,1,,,,,Trojan,
472,http://www.down.guangsu.cn/qdn/setup_qd304.exe,33,3,10,1,,,,,Trojan,
473,http://www.sj88.com/hezi/jm/s1000.exe,22,6,9,0,,,,,Trojan,
474,http://www.k.h.a.d.free.fr/pub/utils/oepv.exe,32,0,13,0,,,,,Trojan,
475,http://www.download.grandcloud.cn/9291/15474/setup_2949-14598.exe,35,18,12,2,,,,,Trojan,
476,http://www.download.grandcloud.cn/9291/16411/80347_al.exe,32,14,11,1,,,,,Trojan,
477,http://www.download.grandcloud.cn/9291/17147/cool_ES_PC35152730.exe,38,17,12,2,,,,,Trojan,
478,http://www.feiyang163.com/soft/fySpeaker.exe,33,3,8,0,,,,,Trojan,
479,http://www.thefxarchive.com/Downloads/WLMM/MMK_Warp_Variations.exe,55,0,11,2,,,,,Trojan,
480,http://www.formessengers.com/download.php?PN=MLP,39,0,9,2,,,,,Trojan,
481,http://www.dl.microsword.net/softdown/filerubber.exe,43,0,9,0,,,,,Trojan,
482,http://www.dl.microsword.net/Softdown/VideoRecord.exe,44,0,9,0,,,,,Trojan,
483,http://www.download.56.com/lp/client/update.lua,35,2,10,0,,,,,Trojan,
484,http://www.download.56.com/lp/client/woxiu1.0.15_20119070.exe,34,14,13,1,,,,,Trojan,
485,http://www.download.ttrili.com:98/Setup%5B57%5D-rl.exe,36,6,12,3,,,,,Trojan,
486,http://www.download.ttrili.com:98/Setup%5B75%5D-rl.exe,36,6,12,3,,,,,Trojan,
487,http://www.download.ttrili.com:98/setup%5B79%5D-rl.exe,36,6,12,3,,,,,Trojan,
488,http://www.download.ttrili.com:98/Setup[11]-rl.exe,34,4,12,3,,,,,Trojan,
489,http://www.f.gj555.net/download/setups30035.exe,30,8,9,0,,,,,Trojan,
490,http://www.f.gj555.net/download/setups30138.exe,30,8,9,0,,,,,Trojan,
491,http://www.f.gj555.net/download/setups34338.exe,30,8,9,0,,,,,Trojan,
492,http://www.f.gj555.net/download/setups75613.exe,30,8,9,0,,,,,Trojan,
493,http://www.f.gj555.net/download/setups83563.exe,30,8,9,0,,,,,Trojan,
494,http://www.f.gj555.net/download/setups91646.exe,30,8,9,0,,,,,Trojan,
495,http://www.f.gj555.net/download/setups95191.exe,30,8,9,0,,,,,Trojan,
496,http://www.files.dsnetwb.com/aTube_Catcher_5188_ATU3.exe,40,5,11,3,,,,,Trojan,
497,http://www.zctei.com/date/9377chiyue_Y_Cdcr1124.exe,33,8,10,2,,,,,Trojan,
498,http://www.somethingnice.hc0.me/Miner/Ufasoft.files,41,1,9,0,,,,,Trojan,
499,http://www.aippnetworks.com/plugins/authentication/joomla/aviancataca/aviancatacafreeticket.php,84,0,11,0,,,,,Trojan,
500,http://www.valouweeigenaren.nl/customers/billing/df367548-18.zip,46,8,10,1,,,,,Trojan,
501,http://www.valouweeigenaren.nl/customers/cases/acc56-81-93.zip,45,6,11,2,,,,,Trojan,
502,http://www.yumekin.com/inde.php,24,0,7,0,,,,,Trojan,
503,http://www.yumekin.com/inde.php?comercial@cohesp.com.br,44,0,11,2,,,,,Trojan,
504,http://www.ads.wikipartes.com/all/test.php,33,0,9,0,,,,,redirect,
505,http://www.tavuks.com/_vti_bin/1und1.php/,28,2,11,2,,,,,Trojan,
506,http://www.noobgirls.com/pussy.php,27,0,7,0,,,,,Trojan,
507,http://www.noobgirls.com/pussy.exe,27,0,7,0,,,,,Trojan,
508,http://www.vistatech.us/gangplanks/trysted.exe,38,0,8,0,,,,,Trojan,
509,http://www.batcoroadlinescorporation.com/concedes/diggers.exe,53,0,8,0,,,,,Trojan,
510,http://www.updat120.clanteam.com/calc,27,3,7,0,,,,,Trojan,
511,http://www.tvnews.or.kr/web/main.gif,27,0,9,0,,,,,Trojan,
512,http://www.tvnews.or.kr/web/menu.gif,27,0,9,0,,,,,Trojan,
513,http://www.studiochiarelli.eu/02-2014/clients/order.3757.zip,39,10,11,1,,,,,Trojan,
514,http://www.toochattoo.com/fond-ecran-anime/chinois1.exe,44,1,10,2,,,,,Trojan,
515,http://www.somethingnice.hc0.me/Miner/Miner.txt,37,1,9,0,,,,,Trojan,
516,http://www.somethingnice.hc0.me/Miner/jhProtominer.files,46,1,9,0,,,,,Trojan,
517,http://www.somethingnice.hc0.me/Miner/GPUMiner.files,42,1,9,0,,,,,Trojan,
518,http://www.onrio.com.br/site/Pdf/,24,0,9,0,,,,,Trojan,
519,http://www.somethingnice.hc0.me/Miner/CPUMiner.files,42,1,9,0,,,,,Trojan,
520,http://www.portalfiremasters.com.br/Fatura.Pdf.rar,41,0,9,0,,,,,Trojan,
521,http://www.funchill.com/Invoice.zip,28,0,7,0,,,,,Trojan,
522,http://www.nc2199.eden5.netclusive.de/Invoice.zip,35,5,9,0,,,,,Trojan,
523,http://www.notebookservisru.161.com1.ru/PayInfo.zip,38,4,9,0,,,,,Trojan,
524,http://www.fabioalbini.com/Invoice.zip,31,0,7,0,,,,,Trojan,
525,http://www.notaverde.com/Invoice.zip,29,0,7,0,,,,,Trojan,
526,http://www.directxex.com/uploads/1769382244.HDPlayer_BETA_installer_v2.55.exe,51,13,13,3,,,,,Trojan,
527,http://www.directxex.com/uploads/606454025.Download.exe,37,9,9,0,,,,,Trojan,
528,http://www.directxex.com/uploads/214894250.pics.rar,33,9,9,0,,,,,Trojan,
529,http://www.directxex.com/uploads/1483904659.photooamirat-annaba.exe,47,10,10,1,,,,,Trojan,
530,http://www.directxex.com/uploads/1844534592.avg.exe,32,10,9,0,,,,,Trojan,
531,http://www.e1r.net/download/ca.exe,25,1,8,0,,,,,Trojan,
532,http://www.mgfd1b.petrix.net/5i9fh30/counter.php?fid=2,37,6,11,2,,,,,redirect,
533,http://www.mirandolasrl.it/inddex.html,31,0,7,0,,,,,Trojan,
534,http://www.mirandolasrl.it/index.zip,29,0,7,0,,,,,Trojan,
535,http://www.dianepiette.co.uk/inddex.html,32,0,8,0,,,,,Trojan,
536,http://www.dianepiette.co.uk/index.zip,30,0,8,0,,,,,Trojan,
537,http://www.seal-technicsag.ch/inddex.html,33,0,8,1,,,,,Trojan,
538,http://www.h1666015.stratoserver.net/inddex.html,33,7,8,0,,,,,Trojan,
539,http://www.h1666015.stratoserver.net/inddex.html,33,7,8,0,,,,,Trojan,
540,http://www.seal-technicsag.ch/inddex.html,33,0,8,1,,,,,Trojan,
541,http://www.plantaardigebrandstof.nl/inddex.html,40,0,7,0,,,,,Trojan,
542,http://www.seal-technicsag.ch/index.zip,31,0,8,1,,,,,Trojan,
543,http://www.h1666015.stratoserver.net/index.zip,31,7,8,0,,,,,Trojan,
544,http://www.h1666015.stratoserver.net/index.zip,31,7,8,0,,,,,Trojan,
545,http://www.seal-technicsag.ch/index.zip,31,0,8,1,,,,,Trojan,
546,http://www.plantaardigebrandstof.nl/index.zip,38,0,7,0,,,,,Trojan,
547,http://www.ama-alliance.com/inddex.html,31,0,8,1,,,,,Trojan,
548,http://www.faiyazahmed.com/inddex.html,31,0,7,0,,,,,Trojan,
549,http://www.boschetto-hotel.gr/inddex.html,33,0,8,1,,,,,Trojan,
550,http://www.ama-alliance.com/index.zip,29,0,8,1,,,,,Trojan,
551,http://www.faiyazahmed.com/index.zip,29,0,7,0,,,,,Trojan,
552,http://www.boschetto-hotel.gr/index.zip,31,0,8,1,,,,,Trojan,
553,http://www.nlconsulateorlandoorg.siteprotect.net/index.zip,50,0,8,0,,,,,Trojan,
554,http://www.images.topguncustomz.com/index.zip,37,0,8,0,,,,,Trojan,
555,http://www.nlconsulateorlandoorg.siteprotect.net/inddex.html,52,0,8,0,,,,,Trojan,
556,http://www.images.topguncustomz.com/inddex.html,39,0,8,0,,,,,Trojan,
557,http://www.acquisizionevideo.com/download-software-free.html/uploads/4/9/4/6/4946671/mp3mymp3install.exe,74,13,17,2,,,,,Trojan,
558,http://www.sgs.us.com/sU3P6pqaWwkJ/,25,2,8,0,,,,,Trojan,
559,http://www.anshrit.com/images/m216.exe,27,3,8,0,,,,,Trojan,
560,http://www.4dexports.com/images/wav1.exe,30,2,8,0,,,,,Trojan,
561,http://www.bracbetul.com/images/sh-pdf.exe,33,0,9,1,,,,,Trojan,
562,http://www.merrymilkfoods.com/wp-content/uploads/2014/01/wav.exe,46,6,12,1,,,,,Trojan,
563,http://www.ocpersian.com,19,0,5,0,,,,,Trojan,
564,http://www.coalimpex.com/web/boleto2.jpg,31,1,8,0,,,,,Trojan,
565,http://www.coalimpex.com/web/boleto.jpg,31,0,8,0,,,,,Trojan,
566,http://www.coalimpex.com/web/bg-02.jpg,27,2,9,1,,,,,Trojan,
567,http://www.coalimpex.com/web/hot-venda/receita-cliente1.jpg,47,1,11,2,,,,,Trojan,
568,http://www.coalimpex.com/web/hot-venda/receita-cliente.jpg,47,0,11,2,,,,,Trojan,
569,http://www.coalimpex.com/web/hot-venda/advocacia.jpg,42,0,10,1,,,,,Trojan,
570,http://www.coalimpex.com/web/bo_03.php,27,2,9,1,,,,,Trojan,
571,http://www.coalimpex.com/web/pe/advocacia.jpg,36,0,9,0,,,,,Trojan,
572,http://www.coalimpex.com/web/bo_02.php,27,2,9,1,,,,,Trojan,
573,http://www.coalimpex.com/web/bo_01.php,27,2,9,1,,,,,Trojan,
574,http://www.coalimpex.com/web/hot-venda/hven_04.php,37,2,11,2,,,,,Trojan,
575,http://www.coalimpex.com/web/ch_01.php,27,2,9,1,,,,,Trojan,
576,http://www.coalimpex.com/web/hot-venda/hven_03.php,37,2,11,2,,,,,Trojan,
577,http://www.coalimpex.com/web/hot-venda/hven_02.php,37,2,11,2,,,,,Trojan,
578,http://www.coalimpex.com/web/hot-venda/hven_01.php,37,2,11,2,,,,,Trojan,
579,http://www.coalimpex.com/web/pe/pe_02.php,29,2,10,1,,,,,Trojan,
580,http://www.coalimpex.com/web/re_02.php,27,2,9,1,,,,,Trojan,
581,http://www.coalimpex.com/web/pe/pe_01.php,29,2,10,1,,,,,Trojan,
582,http://www.coalimpex.com/web/pe/ad_04.php,29,2,10,1,,,,,Trojan,
583,http://www.coalimpex.com/web/pe/ad_02.php,29,2,10,1,,,,,Trojan,
584,http://www.coalimpex.com/web/pe/ad_03.php,29,2,10,1,,,,,Trojan,
585,http://www.coalimpex.com/web/pe/ad_01.php,29,2,10,1,,,,,Trojan,
586,http://www.coalimpex.com/web/serasa/serasa_02.php,37,2,10,1,,,,,Trojan,
587,http://www.coalimpex.com/web/serasa/serasa_01.php,37,2,10,1,,,,,Trojan,
588,http://www.ministerio-publi.info/web/boleto2.jpg,38,1,9,1,,,,,Trojan,
589,http://www.ministerio-publi.info/web/boleto.jpg,38,0,9,1,,,,,Trojan,
590,http://www.ministerio-publi.info/web/bg-02.jpg,34,2,10,2,,,,,Trojan,
591,http://www.ministerio-publi.info/web/hot-venda/receita-cliente1.jpg,54,1,12,3,,,,,Trojan,
592,http://www.ministerio-publi.info/web/hot-venda/receita-cliente.jpg,54,0,12,3,,,,,Trojan,
593,http://www.ministerio-publi.info/web/hot-venda/advocacia.jpg,49,0,11,2,,,,,Trojan,
594,http://www.ministerio-publi.info/web/pe/advocacia.jpg,43,0,10,1,,,,,Trojan,
595,http://www.ministerio-publi.info/web/bo_03.php,34,2,10,2,,,,,Trojan,
596,http://www.ministerio-publi.info/web/bo_01.php,34,2,10,2,,,,,Trojan,
597,http://www.ministerio-publi.info/web/bo_02.php,34,2,10,2,,,,,Trojan,
598,http://www.ministerio-publi.info/web/ch_01.php,34,2,10,2,,,,,Trojan,
599,http://www.ministerio-publi.info/web/hot-venda/hven_04.php,44,2,12,3,,,,,Trojan,
600,http://www.ministerio-publi.info/web/hot-venda/hven_03.php,44,2,12,3,,,,,Trojan,
601,http://www.ministerio-publi.info/web/hot-venda/hven_02.php,44,2,12,3,,,,,Trojan,
602,http://www.ministerio-publi.info/web/hot-venda/hven_01.php,44,2,12,3,,,,,Trojan,
603,http://www.ministerio-publi.info/web/re_02.php,34,2,10,2,,,,,Trojan,
604,http://www.ministerio-publi.info/web/pe/pe_02.php,36,2,11,2,,,,,Trojan,
605,http://www.ministerio-publi.info/web/pe/ad_04.php,36,2,11,2,,,,,Trojan,
606,http://www.ministerio-publi.info/web/pe/pe_01.php,36,2,11,2,,,,,Trojan,
607,http://www.ministerio-publi.info/web/pe/ad_03.php,36,2,11,2,,,,,Trojan,
608,http://www.ministerio-publi.info/web/pe/ad_02.php,36,2,11,2,,,,,Trojan,
609,http://www.ministerio-publi.info/web/pe/ad_01.php,36,2,11,2,,,,,Trojan,
610,http://www.ministerio-publi.info/web/serasa/serasa_02.php,44,2,11,2,,,,,Trojan,
611,http://www.ministerio-publi.info/web/serasa/serasa_01.php,44,2,11,2,,,,,Trojan,
612,http://www.dentairemalin.com/images/report934875438jdfg8i45jg_07242014.exe,45,20,9,1,,,,,Trojan,
